emotion,text,content
0,低了！,[]
0,低估了。,[]
0,低头往回走,[]
2,低素质,['低素质']
0,住在郫县,[]
0,住皮条胡同,[]
1,体力这么好,['好']
0,体型,[]
0,体型限制,[]
0,体毛哨师祖,[]
0,体现了,[]
0,何不加钱q7,[]
0,何以见得。,[]
0,余东风,[]
0,余大嘴,[]
0,余杭,[]
0,佛大,[]
0,佛法无边,[]
0,佛祖保佑,[]
2,作大死。,['作大死']
2,作弊,['作弊']
0,你66666666。,[]
1,你ID好幽雅,['幽雅']
0,你id如何？,[]
0,你不就是吗,[]
0,你不怕疼？,[]
0,你不早说,[]
0,你不睡觉,[]
0,你不配12级,[]
2,你不高兴？,['不高兴']
2,你个二货,['二货']
2,你个傻叼,['傻叼']
2,你个智障,['智障']
2,你个畜生,['畜生']
0,你主动点啊,[]
0,你主子是谁,[]
1,你乖,['你乖']
0,你也12的？,[]
0,你也不错啊,[]
0,你也九级,[]
0,你也制杖,[]
0,你也在？,[]
2,你也是傻,['傻']
0,你也是小孩,[]
0,你也是托,[]
2,你也是瞎,['瞎']
0,你也玩？,[]
0,你什么层次,[]
0,你以后@我,[]
0,你们坏坏,[]
0,你们够了,[]
0,你们这些人,[]
0,你们那是哪,[]
1,你们骽牛逼,['牛逼']
0,你会光顾吗,[]
0,你俩真能说,[]
2,你俩都没JJ,['你俩都没JJ']
0,你倒过来看,[]
0,你做啥呢,[]
0,你先q我不要,[]
0,你先看看鸟,[]
0,你先试试,[]
0,你先试试，,[]
0,你先走,[]
0,你再看看,[]
0,你准备看球,[]
0,你减不减,[]
0,你几区啊,[]
0,你几月,[]
0,你凶我,[]
0,你出价吧,[]
0,你别看,[]
0,你加啦,[]
0,你十五啦,[]
0,你卖票吗？,[]
0,你去回了吗,[]
0,你又暖贴,[]
0,你发的啥图,[]
0,你发誓,[]
0,你叫菊花？,[]
2,你可真弱智,['真弱智']
2,你听他瞎掰,['瞎掰']
0,你呀,[]
1,你命好啊,['命好']
0,你咋来了呢,[]
0,你咋还没睡,[]
0,你哪个区,[]
0,你哪来的,[]
0,你哪里下的,[]
0,你啥平台,[]
1,你喜欢也好,['喜欢']
0,你嘛,[]
2,你嘴巴能虐,['虐']
0,你四十几？,[]
0,你回国了？,[]
0,你在哪啊,[]
0,你在说你吗,[]
2,你坑叔,['坑叔']
2,你太坏了！,['太坏了']
2,你太差了,['太差了']
0,你太懂我了,[]
0,你女朋友呢,[]
0,你好了解啊,[]
1,你好正义喔,['正义']
0,你好粗啊,[]
0,你好，2016,[]
0,你妈,[]
2,你妈也死了?,['死']
2,你妈挂了,['挂了']
0,你妈真有钱,[]
1,你妈真美,['真美']
0,你嫁了？,[]
0,你就是司机,[]
2,你就是挨揍,['挨揍']
0,你就醒了？,[]
0,你已经懂了,[]
0,你干啥委屈,[]
0,你开玩笑的?,[]
0,你当我傻啊,[]
0,你得,[]
0,你得发帖啊,[]
0,你得摔死,[]
0,你快唱歌,[]
0,你态度,[]
0,你恢复了？,[]
2,你懂个比。,['你懂个比']
0,你懂球不,[]
0,你才发现吗,[]
2,你才唧唧淫,['唧唧淫']
2,你才土肥,['土肥']
2,你才放肆,['放肆']
0,你才是卧底,[]
0,你才是猴子,[]
2,你才是逗逼,['逗逼']
0,你才是馒头,[]
2,你才是黄狗,['黄狗']
0,你才知道啊,[]
2,你才骗,['骗']
0,你打工吗？,[]
2,你抄袭我,['抄袭']
0,你抢哭啊,[]
0,你报名吗,[]
0,你抬单3？,[]
0,你抬很特色,[]
1,你抬是冠军,['冠军']
2,你挖坟可耻,['挖坟可耻']
0,你排553,[]
0,你接了,[]
0,你接着猜,[]
0,你是00后吧,[]
0,你是6樓,[]
0,你是会员吗,[]
2,你是做鸡的,['做鸡']
0,你是几百k吧,[]
0,你是唐马儒,[]
0,你是啥样啊,[]
2,你是妖人,['妖人']
0,你是小孩吗,[]
2,你是巴狗么,['巴狗']
0,你是成都人,[]
0,你是我爸爸,[]
0,你是新人?,[]
0,你是有多帅,[]
0,你是有多胖,[]
0,你是杨洋,[]
0,你是楼主？,[]
2,你是猪,['你是猪']
0,你是瓶,[]
0,你是若风吗,[]
0,你是表姐？,[]
0,你是说歌词?,[]
0,你是谁小号,[]
1,你智商超群,['超群']
0,你有185,[]
0,你有8岁吗？,[]
0,你有s的吗？,[]
0,你有她玉照,[]
1,你有宽容心,['宽容心']
0,你有机会哇,[]
0,你有水,[]
0,你有狗啊,[]
0,你有男友了,[]
0,你有病呢,[]
0,你有看么？,[]
0,你有研究？,[]
0,你朋友,[]
0,你来你来,[]
0,你来的好快,[]
0,你桂林的？,[]
0,你楼下,[]
0,你正常了？,[]
2,你死了,['死']
2,你母亲死了,['死']
0,你比他帅？,[]
2,你气毛,['气毛']
0,你沈阳的么,[]
0,你没命修了,[]
0,你没我帅,[]
0,你没机会。,[]
0,你没睡？,[]
0,你深圳哪里,[]
0,你湖南的吧,[]
0,你漏了凯申,[]
0,你激动啥,[]
0,你爸简直,[]
1,你爹猛不？,['猛']
0,你特么真逗,[]
2,你犯法了！,['犯法']
0,你玩YY吗,[]
0,你男朋友,[]
2,你疯了,['疯了']
2,你的id废了,['废了']
0,你的二胡呢,[]
0,你的啊,[]
0,你的好哥们,[]
0,你的才好,[]
0,你的狗呢,[]
2,你的确是瞎,['瞎']
0,你的确没看,[]
2,你的确猪,['猪']
0,你的脸肿没,[]
0,你看了？？,[]
0,你看好谁,[]
0,你看我说的,[]
0,你看看,[]
0,你看看北京,[]
0,你看看反驳,[]
0,你看看评论,[]
0,你看见了？,[]
0,你看赔率,[]
0,你看过,[]
0,你真单纯,[]
1,你真厉害,['真厉害']
0,你真擦啊,[]
2,你真的弱智,['弱智']
0,你真累,[]
0,你知道吗,[]
0,你私信我吧,[]
0,你等着！,[]
0,你算个梅西,[]
0,你纹的？,[]
0,你继续醉,[]
0,你胡说！,[]
0,你自己看你,[]
1,你萨威武,['威武']
0,你蓝长不高,[]
0,你要了多少,[]
0,你要吗,[]
0,你要看清啥,[]
0,你觉得谁赢,[]
0,你认识？,[]
0,你认错了,[]
0,你该去2楼,[]
0,你说了什么,[]
0,你说儿毛梦,[]
0,你说反啦,[]
0,你说呢？,[]
0,你说啥了,[]
0,你说放就放,[]
0,你说滴对！,[]
0,你车不卖啊,[]
0,你车平了,[]
0,你输钱,[]
0,你还信网易,[]
0,你还在？,[]
0,你还我碧瑶,[]
0,你还有啥？,[]
0,你还说什么,[]
0,你这ID。,[]
0,你这啥意思,[]
2,你这坏蛋,['坏蛋']
2,你这是捧杀,['捧杀']
0,你这是？,[]
0,你这话说的,[]
0,你这高潮的,[]
0,你送的,[]
2,你邪恶了,['邪恶']
0,你重装试下,[]
0,你铲的？,[]
0,你问翁虹,[]
0,你非洲媳妇,[]
0,你预算多少,[]
0,佩公？,[]
0,佩西？,[]
0,佩里西奇~,[]
0,使劲,[]
0,使命召唤5,[]
0,依布,[]
0,依据？,[]
0,依旧是大BUG,[]
0,便宜点的,[]
0,俄狄浦斯王,[]
0,保利尼奥,[]
0,保四！,[]
0,保底四强吧,[]
0,保送军校,[]
0,俞觉敏,[]
0,信了你的邪,[]
0,信仰烧不毁,[]
0,信任呢,[]
0,信利,[]
0,信妹何人,[]
0,信飞？,[]
0,俩棉袄,[]
0,修hr,[]
0,修不到,[]
0,修什么,[]
0,修女可以的,[]
0,修真人士,[]
0,修谁,[]
0,修车用的,[]
0,俯卧撑,[]
0,俱乐部啊。,[]
0,俺,[]
0,俺上头有人,[]
0,俺去也,[]
0,俺葛二蛋,[]
0,倒塌,[]
0,倒是给钱啊,[]
0,倒闭了,[]
2,倒霉的帅锅,['倒霉']
0,倔老头,[]
0,候群密集症,[]
0,借个楼,[]
0,借楼，鸡鸡,[]
0,借给我,[]
0,值不值,[]
0,值得一看,[]
0,假到嗨,[]
0,假动作,[]
0,假球开始,[]
0,假球教父,[]
0,假网站。,[]
0,偏爱迷航,[]
0,偏题了。,[]
0,做什么,[]
0,做工,[]
0,做有变...,[]
0,做过,[]
0,停不下来,[]
0,停球=回传,[]
0,偶尔自驾游,[]
0,偶滴老噶,[]
0,偷爸爸的图,[]
2,傻叉观点,['傻叉']
2,傻叼说啥呢,['傻叼']
2,傻子保安贤,['傻子']
2,傻比娜娜,['傻比']
2,傻给你看,['傻']
2,傻逼周立波,['傻逼']
0,像。,[]
0,像不像,[]
0,像中枪一样,[]
0,像凯恩,[]
0,像哈维一样,[]
0,像商场,[]
0,像啊！,[]
0,像国产车,[]
0,像小丑吗？,[]
0,像我风格,[]
0,像斯内德,[]
0,像是q5,[]
0,像波球,[]
0,像这种大事,[]
0,僵尸虫,[]
0,儿子太多了,[]
0,儿童团,[]
0,儿童文学,[]
0,允儿啊,[]
0,元旦才有,[]
1,兄台明事理,['明事理']
0,兄名人,[]
0,兄弟你几岁,[]
0,兄弟别内疚,[]
0,兄弟姓王,[]
1,兄弟明事理,['明事理']
0,兄弟珍重啊,[]
0,兄弟还在吗,[]
0,兄弟面个基,[]
0,充了吗,[]
0,先不要联想,[]
0,先出3,[]
0,先开车再说,[]
0,先得有钱,[]
0,先挤挤再说,[]
0,先搞定坎特,[]
0,先没仔细看,[]
0,先留个名,[]
0,先要会用,[]
0,先跳个舞,[]
0,先马克,[]
0,光潜水？,[]
0,光着,[]
0,光能使者,[]
0,光速QA吗,[]
0,克勤来了,[]
0,克是谁,[]
0,克洛泽也是,[]
0,克洛泽？,[]
0,免费吗？,[]
0,免费咖啡吗,[]
0,兔子的尾巴,[]
0,兔尾巴,[]
0,入套,[]
0,全名吗？,[]
1,全场最佳,['最佳']
0,全套的,[]
0,全季通可以,[]
0,全新的么？,[]
0,全是人才,[]
0,全是基佬,[]
0,全是黑人？,[]
0,全杀了,[]
0,全穿女装,[]
0,全网通？,[]
0,全部,[]
0,全部梭哈,[]
0,全部踢球的,[]
0,全部都来呢,[]
0,全都是负的,[]
0,全都是错的,[]
0,全都来吧,[]
0,全都看过,[]
0,全靠三猫了,[]
0,全靠签到,[]
0,全额收购？,[]
0,八九级吧,[]
2,八傻你好,['八傻']
0,八月最已阵,[]
0,八点多,[]
0,八面埋伏,[]
0,公交侠,[]
0,公交车？,[]
0,公公好长！,[]
0,公公抱,[]
0,公公稳啊,[]
1,公公英明。,['英明']
0,公公董秋迪,[]
0,公公高端黑,[]
0,公平责任,[]
0,公的吧？,[]
0,公认的吧,[]
0,六七分吧,[]
0,六七轮不胜,[]
0,六院护士,[]
0,兰公,[]
0,兰帕徳,[]
0,共产共妻,[]
0,兲,[]
0,关小闭,[]
0,关系户,[]
0,兴宁的,[]
0,兵临城下,[]
0,兵库北！,[]
0,兵进一,[]
0,兵长呢,[]
0,其实是胎记,[]
0,其实都一般,[]
0,具荷拉,[]
0,典型外围,[]
0,养猪+2,[]
0,养猪？啥猪,[]
0,养的啥狗？,[]
0,兽吹,[]
0,兽皇阴阳棍,[]
0,内地好,[]
0,内拉你好,[]
0,内操行,[]
0,内斯肯斯,[]
0,内球王呢？,[]
0,内耗真吓人,[]
0,冇,[]
0,冇事,[]
0,再也不看了,[]
0,再再再再再,[]
0,再小点也行,[]
0,再次领先,[]
0,再看看三猫,[]
0,再给你买条,[]
0,再续10年,[]
0,再见。,[]
0,再输一次！,[]
0,再逃19个点,[]
0,再顶,[]
0,写拼音啊,[]
1,写的太好了,['太好']
0,写西游记的,[]
0,军,[]
0,军体拳,[]
0,军心不稳,[]
0,军校？,[]
0,军祭3民祭4,[]
0,冠军阵容？,[]
0,冬天买也行,[]
0,冬暖夏凉,[]
0,冬瓜,[]
0,冬瓜？,[]
0,冯乡长,[]
0,冰封王座,[]
0,冰岛奇迹,[]
0,冰火吧,[]
0,冰箱里,[]
0,冲上云霄,[]
0,冲动的惩罚,[]
0,冲锋衣,[]
0,冶校。。,[]
0,冷了之后,[]
0,冷公公吉祥,[]
0,冷却了,[]
0,冷啖杯,[]
0,冷成狗,[]
0,冻感冒咋整,[]
0,净水,[]
0,准备,[]
0,准备官宣啊,[]
0,准备走人了,[]
0,准备进攻,[]
0,准备铁棍,[]
0,凌晨四点,[]
0,凌波微步,[]
0,减肥！,[]
0,减肥，,[]
0,凑合看吧,[]
0,凑青训人数,[]
0,凛是我的,[]
0,几个月前了,[]
0,几岁,[]
0,几把几把贤,[]
0,几指了？,[]
0,几斤而已,[]
0,几楼开,[]
0,几点开始？,[]
0,几百万,[]
0,凤姐欢迎你,[]
0,凤姐高配版,[]
0,凭头发多,[]
0,凯……塔~,[]
0,凯恩可以,[]
0,凯恩黑出翔,[]
0,凯文基冈？,[]
0,凹凸曼,[]
0,出个8到你了,[]
0,出卖情节。,[]
0,出发,[]
0,出国？,[]
0,出场过没？,[]
0,出来么,[]
0,出球确实慢,[]
0,出的事故吗,[]
0,出纳呢？,[]
0,出门背上,[]
0,出９,[]
0,击个掌,[]
0,刀是什么刀,[]
0,刀爆了,[]
0,分30年付款,[]
0,分享么？,[]
0,分房睡！,[]
0,分手哥,[]
0,分期。,[]
0,切吧13级,[]
0,切点什么,[]
0,切狗边后卫,[]
0,切赫,[]
0,切赫低了点,[]
0,刘伟强主演,[]
0,刘军不服,[]
0,刘勇吧,[]
0,刘德华不服,[]
0,刘承俊,[]
0,刘斯巴达,[]
0,刘星……,[]
0,刘晓宇,[]
0,刘玮,[]
0,刘禅,[]
0,刘秀,[]
0,刘越金象凯,[]
0,刘邦不错呀,[]
0,刘雯,[]
0,刚上高一,[]
0,刚交,[]
0,刚保存的,[]
0,刚刚发射完,[]
0,刚刚知道，,[]
0,刚割掉,[]
0,刚学10天,[]
0,刚起,[]
0,创业没得黑,[]
0,初中同学,[]
0,初中生收么,[]
0,删了吗…,[]
0,删了吧孙子,[]
0,删回复？,[]
0,判几年,[]
0,利兹联的吧,[]
0,利己主义,[]
0,利物浦也是,[]
0,利物浦可以,[]
0,利物浦呢？,[]
0,利？,[]
0,别@她,[]
0,别乱想,[]
0,别了围棋,[]
0,别人推荐的,[]
0,别人有学历,[]
0,别人相信吗,[]
0,别受伤啊,[]
0,别哭,[]
0,别回来,[]
0,别廷芳,[]
0,别意淫了,[]
0,别来啊,[]
0,别汪汪了,[]
0,别瞎说,[]
0,别穿裙子,[]
0,别装,[]
0,别说M是秒??,[]
0,别费劲了,[]
0,别走啊天使,[]
0,别这样朋友,[]
0,别，哥,[]
0,到哪哪享福,[]
0,到处都在黑,[]
0,到处都有你,[]
0,到底是谁…,[]
0,到底来谁啊,[]
0,到时记得@我,[]
0,到货回复下,[]
0,刷个帽子,[]
0,刷数据而已,[]
0,刺客,[]
0,刺客信条?,[]
0,刺激2015,[]
0,刺激不,[]
0,刺激刺激,[]
0,剃了再爆菊,[]
0,削发易服,[]
0,前三排,[]
0,前五十都玄,[]
0,前几场没看,[]
0,前十妥妥的,[]
0,前排后入,[]
0,前排滋词,[]
0,前排火了,[]
0,前排考古,[]
0,前排：看脸,[]
0,前来摸头,[]
0,前者没听过,[]
0,前腰啊。,[]
0,前面4,[]
0,剑侠情缘三,[]
0,剑指世界杯,[]
0,剑灵也是啊,[]
0,剧场哥你好,[]
0,剩一年合同,[]
0,割麦子。。,[]
0,力量够大,[]
0,办公,[]
0,加一！,[]
0,加了的,[]
0,加云好友,[]
0,加内特吗,[]
0,加刘越满分,[]
0,加加加,[]
0,加固态,[]
0,加多宝,[]
0,加多少战神,[]
0,加好了晚安,[]
0,加尔假摔,[]
0,加尔再见！,[]
0,加尔加索尔,[]
0,加尔没看上,[]
0,加布兽,[]
0,加强屁融合,[]
0,加快进度,[]
0,加我吧,[]
0,加拿大土著,[]
0,加油吧。。,[]
0,加油鲁队长,[]
0,加班,[]
0,加的谁,[]
0,加盟博尔顿,[]
0,加盟费多少,[]
0,加盟马刺,[]
0,加蓬人。。,[]
0,加蛋才好吃,[]
0,加贺真男神,[]
0,加身份证号,[]
0,加钱上psv,[]
0,加钱上空格,[]
0,加钱吃鲍鱼,[]
0,加钱换,[]
0,加钱汉兰达,[]
0,加骨折,[]
0,务实打433？,[]
0,务实最重要,[]
0,动,[]
0,动作片最爱,[]
0,动手吧,[]
0,动画佳作,[]
0,动？想太多,[]
0,助手贴吧。,[]
0,劲啊,[]
0,劳伦斯,[]
0,劳尔,[]
0,劳尔加西亚,[]
0,劳恩斯酷派,[]
0,劳资两利,[]
0,勇士24连胜,[]
0,勇士是啥？,[]
0,勉强还能看,[]
0,勣？,[]
0,勿入约肛贴,[]
0,包头,[]
0,包子好,[]
0,包括取景？,[]
0,包赢老哥,[]
0,包送礼？,[]
0,包间,[]
0,包龙星,[]
0,北京你懂的,[]
0,北京呢？,[]
0,北京银行,[]
0,北川瞳,[]
0,北斗神拳,[]
0,北方叫shaiyao,[]
0,北方吧,[]
0,北方抠脚,[]
0,北方的吧,[]
0,区别,[]
0,区别大了,[]
0,医院没锅,[]
0,十动然草,[]
0,十四还少,[]
0,十天,[]
0,十年了!,[]
0,十年了！,[]
0,十年无敌,[]
0,十点,[]
0,千万有,[]
0,千分之一,[]
0,升级了多少,[]
0,半个月前,[]
0,半场休息吧,[]
0,半小时内,[]
0,半广半浙,[]
0,半泽直树,[]
0,半联动啊,[]
0,华东，求22,[]
0,华山西峰！,[]
0,华强附近咯,[]
0,华格尔,[]
0,华润高中,[]
0,华科你好,[]
0,华裔小妖,[]
0,卓,[]
0,单三补了一,[]
0,单位不一样,[]
0,单位的车？,[]
0,单位错了？,[]
0,单指tj能力,[]
0,单程50RMB,[]
0,单赛季30球,[]
0,单车王,[]
0,卖什么钱,[]
0,卖什么？,[]
0,卖得好吗,[]
0,卖毛萌,[]
0,卖水的？,[]
0,卖笔,[]
0,南信工？,[]
0,南充？,[]
0,南区北区啊,[]
0,南宁。,[]
0,南宁的红魔,[]
0,南安普顿说,[]
0,南斯拉夫？,[]
0,南昌的？,[]
0,南望山吧,[]
0,南瓜,[]
0,南美人都坑,[]
0,南边,[]
0,南门路过,[]
0,博努奇好,[]
0,博尔特足矣,[]
0,博格巴够呛,[]
0,博班,[]
0,博越,[]
0,占一楼仙剑,[]
0,占个坑,[]
0,卡bug么,[]
0,卡伦布,[]
0,卡卡,[]
0,卡卡34了,[]
0,卡希尔特里,[]
0,卡戴珊,[]
0,卡比兽最萌,[]
0,卡洛斯不服,[]
0,卡片208,[]
0,卡瓦尼不错,[]
0,卡瓦略？,[]
0,卡皇,[]
0,卡神呢。。,[]
0,卡组在12楼,[]
0,卡被克隆了,[]
0,卡西利亚斯,[]
0,卡西啊,[]
0,卡里克....,[]
0,卡里克～,[]
0,卢克肖吧。,[]
0,卢卡库：,[]
0,卢卡托尼,[]
0,卢卡斯？,[]
0,卢森堡呢,[]
0,卧底110w,[]
0,卧底制杖,[]
0,卧底啊大哥,[]
0,卧底棍粗,[]
0,卧底老哥稳,[]
0,卧底路过咯,[]
0,卧底集中贴,[]
0,卧槽。真多,[]
0,卧槽别啊,[]
0,卧槽求出处,[]
0,卧槽求套图,[]
0,卧槽活人,[]
0,卧槽真的么,[]
0,卧槽真稳,[]
0,卧槽药丸,[]
0,卧槽转世！,[]
0,卧槽这尾灯,[]
0,卧槽，命大,[]
0,卧槽，囚大,[]
0,卫冕太难,[]
0,卫青,[]
0,印尼盾！,[]
0,印度品牌,[]
0,印象党,[]
0,即使人物,[]
0,卸妆丑成狗,[]
0,卸妆后3分,[]
0,卸妆死,[]
0,历史名人,[]
0,历史教科书,[]
0,压力大吗,[]
0,压根没希望,[]
0,压根没要过,[]
0,原力闪电啊,[]
0,原因是啥？,[]
0,原图在哪里,[]
0,原来如此,[]
0,原来是888,[]
0,原来是个梗,[]
0,原来楼主黑,[]
0,原来的好看,[]
0,原来这样，,[]
0,原著杀害,[]
0,原谅你了,[]
0,原谅我笑了,[]
0,厨师提拔的,[]
0,去lv买买买,[]
0,去厦门见过,[]
0,去吧。,[]
0,去吧去吧,[]
0,去吧键盘兽,[]
0,去土超了,[]
0,去年才看,[]
0,去年没爆吧,[]
0,去年那部？,[]
0,去恒大了？,[]
0,去边,[]
0,去过了。,[]
0,去问伊莲娜,[]
0,去隔壁了,[]
0,参,[]
0,参照刘翔,[]
0,参考德佩,[]
0,参考邓文迪,[]
0,又一个马蓉,[]
0,又一年了,[]
0,又一情怀么,[]
0,又一户口本,[]
0,又上孝敏,[]
0,又不是强上,[]
0,又再黑加尔,[]
0,又出庭了？,[]
0,又去？,[]
0,又受伤了？,[]
0,又在水帖,[]
0,又廷,[]
0,又怪小胖罗,[]
0,又抬成一笔,[]
0,又挖？,[]
0,又是傻迷,[]
0,又是奥妹,[]
0,又是条巴狗,[]
0,又有歌听了,[]
0,又来QW,[]
0,又来不了,[]
0,又来啦,[]
0,又来抢功,[]
0,又来黑,[]
0,又梅开二度,[]
0,又水,[]
0,又没买,[]
0,又没人,[]
0,又活捉,[]
0,又涨姿势了,[]
0,又留力啊！,[]
0,又离婚,[]
0,又续命了…,[]
0,又被平均了,[]
0,又要修车啊,[]
0,又见三星吹,[]
0,又见任天堂,[]
2,又见傻比,['傻比']
2,又见傻比~,['傻比']
0,又见到你了,[]
0,又见完爆论,[]
0,又见手型帝,[]
0,又见脑残文,[]
0,又调戏吊丝,[]
0,又进宫了,[]
0,又长又粗,[]
0,又黑你抬,[]
0,及格。6分,[]
0,及格了,[]
0,双20+?,[]
0,双儿可以的,[]
0,双天王,[]
0,双子星,[]
0,双学位吗,[]
0,双截棍,[]
0,双梦呱太呀,[]
0,双概率大啊,[]
0,双涡轮蒸鸭,[]
0,双琪夺伊,[]
0,双脚赞成,[]
0,双飞,[]
0,反义词,[]
0,反吗？,[]
0,反正不高,[]
0,反正割了,[]
0,反正我有,[]
0,反正我看过,[]
0,反着买是吧,[]
0,反超耐克,[]
0,反问你了。,[]
0,发不可乱,[]
0,发不过去,[]
0,发个id照,[]
0,发了快看,[]
0,发作无数次,[]
0,发你，新贴,[]
0,发哪里,[]
0,发型也不乱,[]
0,发小,[]
0,发布会没了,[]
0,发帖都不@我,[]
0,发现一条狗,[]
0,发现大叔,[]
0,发现逼松了,[]
0,发生事故了,[]
0,发紫了,[]
0,发给我听听,[]
0,发肚胀,[]
0,发错了吧,[]
0,发音问题,[]
0,取消了？,[]
0,受伤啊。,[]
0,受教了,[]
0,变化挺大,[]
0,变厉鬼吗？,[]
0,变敞篷,[]
0,变相炫富？,[]
0,口味独特,[]
0,口味王,[]
0,口味王不猛,[]
0,口腔炎,[]
0,古二真,[]
0,古巴,[]
0,另一个原因,[]
0,另一个鲁尼,[]
0,另外四只呢,[]
0,只加闺蜜,[]
0,只忠于曼联,[]
0,只是梅里,[]
0,只是调侃,[]
0,只有H图,[]
0,只有一个点,[]
0,只求马夏尔,[]
0,只玩COC了,[]
0,只给8000w,[]
0,只能中前卫,[]
0,只能撸三次,[]
0,只能说神作,[]
0,只记得英国,[]
0,只限今天吗,[]
0,叫临武鸭,[]
0,叫他爆个照,[]
0,叫兽,[]
0,叫同志,[]
0,叫哥，我日,[]
0,叫囧翔。。,[]
0,叫好听点,[]
0,叫我糕富帅,[]
0,叫毛豆,[]
0,叫爹,[]
0,叫皮卡丘,[]
0,叫金粒餐,[]
0,召唤！,[]
0,可不咋滴,[]
0,可以亲自虐,[]
0,可以入手了,[]
0,可以写书了,[]
0,可以口,[]
0,可以哦,[]
0,可以复活啊,[]
0,可以打几分,[]
0,可以打开。,[]
0,可以抬,[]
0,可以提前还,[]
0,可以插楼么,[]
0,可以改的,[]
0,可以放大,[]
0,可以用vpn,[]
0,可以的。,[]
0,可以的啊,[]
0,可以的老哥,[]
0,可以的，,[]
0,可以约了,[]
0,可以考虑的,[]
0,可以草粉,[]
0,可以首发,[]
0,可以，这车,[]
0,可信么,[]
0,可信度多少,[]
0,可好贵啊都,[]
0,可怕。。。,[]
0,可怜的厂妹,[]
0,可怜的月月,[]
0,可怜的男人,[]
0,可怜的罗吊,[]
0,可怜的蜀黍,[]
0,可怜的诺12,[]
0,可惜TJ了,[]
0,可惜了15级,[]
0,可惜了颜值,[]
0,可惜呀,[]
0,可惜啊。,[]
0,可惜是巴狗,[]
0,可是好看~,[]
0,可爱的楼主,[]
0,可能来我魔,[]
0,可还能争前4,[]
0,台湾卤肉饭,[]
0,台湾的,[]
0,台词真心好,[]
0,史伐龙,[]
0,史密斯传的,[]
0,史盲,[]
0,史莱克,[]
0,史诗级别,[]
0,右三,[]
0,右上最恶心,[]
0,右手,[]
0,右胸。。,[]
0,右舵？,[]
0,右路要活了,[]
0,右边卫卡福,[]
0,叶倩彤,[]
0,叶卡捷琳娜,[]
0,叶子媚,[]
0,叶赫那拉英,[]
0,叶黑娜娜,[]
0,号借我么？,[]
0,司机不是？,[]
0,司马懿？,[]
0,叽叽贤,[]
0,吃了吗您内,[]
0,吃了多少,[]
0,吃包子,[]
0,吃土,[]
0,吃奶？,[]
0,吃掉,[]
0,吃栆药丸,[]
0,吃灰中,[]
0,吃狗肉时放,[]
0,吃瓜群众,[]
0,吃的好便宜,[]
0,吃花生,[]
0,吃药,[]
0,吃身材啊,[]
0,吃颗安眠药,[]
0,各37胜,[]
0,各种复仇,[]
0,各种小人物,[]
0,各种花式宣,[]
0,合格的二樓,[]
0,合格的哈林,[]
0,合肥的,[]
0,合肥的约不,[]
0,吉塔塔老伯,[]
0,吉尔邦硬,[]
0,吉格斯上吧,[]
0,吉步,[]
0,吉泽,[]
0,吉祥村,[]
0,吊...,[]
0,吊吊吊！！,[]
0,吊！一样！,[]
0,同...,[]
0,同0017,[]
0,同00年,[]
0,同3304,[]
0,同970,[]
0,同s5闪屏,[]
0,同一人似的,[]
0,同一天咋办,[]
0,同一年,[]
0,同不见了。,[]
0,同决定烂,[]
0,同况,[]
0,同化工狗,[]
0,同咯噔,[]
0,同啊！,[]
0,同喜欢小猪,[]
0,同复读狗,[]
0,同姓。～,[]
0,同希望热刺,[]
0,同性恋？,[]
0,同意...,[]
0,同意观点,[]
0,同感，匿了,[]
0,同曼联套，,[]
0,同朝鲜,[]
0,同款鼠标,[]
0,同求+1,[]
0,同江纠,[]
0,同爱。,[]
0,同看过,[]
0,同观望中,[]
0,同超爱,[]
0,同这样,[]
0,同锅巴,[]
0,同问啊,[]
0,同～～想笑,[]
0,名字有逼格,[]
0,名字滑稽,[]
0,名字看的到,[]
0,名字错了,[]
0,后入...,[]
0,后入老司机,[]
0,后入老哥,[]
0,后排听故事,[]
0,后排求肛,[]
0,后普通女孩,[]
0,后门别棍,[]
0,后防中坚,[]
0,后防天团,[]
0,后防稳了,[]
0,后防黑洞,[]
0,后面那个是,[]
0,吐个装备,[]
0,吐槽得好,[]
0,向财神问好,[]
0,吕布小时候,[]
0,君臣实业的,[]
0,吞下去,[]
0,吧嘎呢？,[]
0,吧迟封,[]
0,含什么?,[]
0,吴莫愁,[]
0,吸吸,[]
0,吸汗吧,[]
0,吸盘手,[]
0,吹10年,[]
0,吼吼吼,[]
0,呀，杭州的,[]
0,呆湾狼,[]
0,呢部车唔错,[]
0,呦黑我厨,[]
0,周口店吧,[]
0,周总理？,[]
0,周柏豪,[]
0,周海媚呢？,[]
0,周濂,[]
0,周穗安那支,[]
0,周迅？,[]
2,呵呵，特婊,['特婊']
0,和男老师口,[]
0,咏春，叶问,[]
0,咒怨2看过没,[]
0,咒怨？,[]
0,咕噜,[]
0,咬蛋鱼,[]
0,咱俩同岁,[]
0,咸湿乐,[]
0,咸湿贤来了,[]
0,哇哦！,[]
0,哈萨克斯坦,[]
0,哎呀我说,[]
2,哎呀，真惨,['真惨']
1,哎呦么么哒,['么么哒']
2,哎呦卧槽,['卧槽']
0,哎还没毕业,[]
0,哐哐哐,[]
0,哑巴月,[]
1,哟。真响亮,['响亮']
0,哟刚起来吧,[]
0,哟嘿蜗壳,[]
0,哟西，医龙,[]
0,哟马桶,[]
